ID,Var_ID,Name,Description,ord
CARNEIRO4_134-0,CARNEIRO4_134,absent,absent,0
CARNEIRO4_134-1,CARNEIRO4_134,present,present,1
CARNEIRO4_135-0,CARNEIRO4_135,absent,absent,0
CARNEIRO4_135-1,CARNEIRO4_135,present,present,1
CARNEIRO4_136-0,CARNEIRO4_136,absent,absent,0
CARNEIRO4_136-1,CARNEIRO4_136,present,present,1
CARNEIRO4_137-0,CARNEIRO4_137,absent,absent,0
CARNEIRO4_137-1,CARNEIRO4_137,present,present,1
CARNEIRO4_138-0,CARNEIRO4_138,absent,absent,0
CARNEIRO4_138-1,CARNEIRO4_138,present,present,1
CARNEIRO4_139-0,CARNEIRO4_139,absent,absent,0
CARNEIRO4_139-1,CARNEIRO4_139,present,present,1
CARNEIRO4_140-0,CARNEIRO4_140,absent,absent,0
CARNEIRO4_140-1,CARNEIRO4_140,present,present,1
CARNEIRO4_141-0,CARNEIRO4_141,absent,absent,0
CARNEIRO4_141-1,CARNEIRO4_141,present,present,1
CARNEIRO4_142-0,CARNEIRO4_142,absent,absent,0
CARNEIRO4_142-1,CARNEIRO4_142,present,present,1
CARNEIRO4_143-0,CARNEIRO4_143,absent,absent,0
CARNEIRO4_143-1,CARNEIRO4_143,present,present,1
CARNEIRO4_144-0,CARNEIRO4_144,absent,absent,0
CARNEIRO4_144-1,CARNEIRO4_144,present,present,1
CARNEIRO4_145-0,CARNEIRO4_145,absent,absent,0
CARNEIRO4_145-1,CARNEIRO4_145,present,present,1
CARNEIRO4_146-0,CARNEIRO4_146,absent,absent,0
CARNEIRO4_146-1,CARNEIRO4_146,present,present,1
CARNEIRO4_147-0,CARNEIRO4_147,absent,absent,0
CARNEIRO4_147-1,CARNEIRO4_147,present,present,1
CARNEIRO4_148-0,CARNEIRO4_148,absent,absent,0
CARNEIRO4_148-1,CARNEIRO4_148,present,present,1
CARNEIRO4_149-0,CARNEIRO4_149,absent,absent,0
CARNEIRO4_149-1,CARNEIRO4_149,present,present,1
CARNEIRO4_150-0,CARNEIRO4_150,absent,absent,0
CARNEIRO4_150-1,CARNEIRO4_150,present,present,1
CARNEIRO4_151-0,CARNEIRO4_151,absent,absent,0
CARNEIRO4_151-1,CARNEIRO4_151,present,present,1
CARNEIRO4_152-0,CARNEIRO4_152,absent,absent,0
CARNEIRO4_152-1,CARNEIRO4_152,present,present,1
CARNEIRO4_153-0,CARNEIRO4_153,absent,absent,0
CARNEIRO4_153-1,CARNEIRO4_153,present,present,1
CARNEIRO4_154-0,CARNEIRO4_154,absent,absent,0
CARNEIRO4_154-1,CARNEIRO4_154,present,present,1
CARNEIRO4_155-0,CARNEIRO4_155,absent,absent,0
CARNEIRO4_155-1,CARNEIRO4_155,present,present,1
CARNEIRO4_156-0,CARNEIRO4_156,absent,absent,0
CARNEIRO4_156-1,CARNEIRO4_156,present,present,1
CARNEIRO4_157-0,CARNEIRO4_157,absent,absent,0
CARNEIRO4_157-1,CARNEIRO4_157,present,present,1
CARNEIRO4_158-0,CARNEIRO4_158,absent,absent,0
CARNEIRO4_158-1,CARNEIRO4_158,present,present,1
CARNEIRO4_159-0,CARNEIRO4_159,absent,absent,0
CARNEIRO4_159-1,CARNEIRO4_159,present,present,1
CARNEIRO4_160-0,CARNEIRO4_160,absent,absent,0
CARNEIRO4_160-1,CARNEIRO4_160,present,present,1
CARNEIRO4_161-0,CARNEIRO4_161,absent,absent,0
CARNEIRO4_161-1,CARNEIRO4_161,present,present,1
CARNEIRO4_162-0,CARNEIRO4_162,absent,absent,0
CARNEIRO4_162-1,CARNEIRO4_162,present,present,1
CARNEIRO4_163-0,CARNEIRO4_163,absent,absent,0
CARNEIRO4_163-1,CARNEIRO4_163,present,present,1
CARNEIRO4_164-0,CARNEIRO4_164,absent,absent,0
CARNEIRO4_164-1,CARNEIRO4_164,present,present,1
CARNEIRO4_165-0,CARNEIRO4_165,absent,absent,0
CARNEIRO4_165-1,CARNEIRO4_165,present,present,1
CARNEIRO4_166-0,CARNEIRO4_166,absent,absent,0
CARNEIRO4_166-1,CARNEIRO4_166,present,present,1
CARNEIRO4_167-0,CARNEIRO4_167,absent,absent,0
CARNEIRO4_167-1,CARNEIRO4_167,present,present,1
CARNEIRO4_168-0,CARNEIRO4_168,absent,absent,0
CARNEIRO4_168-1,CARNEIRO4_168,present,present,1
CARNEIRO4_169-0,CARNEIRO4_169,absent,absent,0
CARNEIRO4_169-1,CARNEIRO4_169,present,present,1
CARNEIRO4_170-0,CARNEIRO4_170,absent,absent,0
CARNEIRO4_170-1,CARNEIRO4_170,present,present,1
CARNEIRO4_171-0,CARNEIRO4_171,absent,absent,0
CARNEIRO4_171-1,CARNEIRO4_171,present,present,1
CARNEIRO4_172-0,CARNEIRO4_172,absent,absent,0
CARNEIRO4_172-1,CARNEIRO4_172,present,present,1
CARNEIRO4_173-0,CARNEIRO4_173,absent,absent,0
CARNEIRO4_173-1,CARNEIRO4_173,present,present,1
CARNEIRO4_174-0,CARNEIRO4_174,absent,absent,0
CARNEIRO4_174-1,CARNEIRO4_174,present,present,1
CARNEIRO4_175-0,CARNEIRO4_175,absent,absent,0
CARNEIRO4_175-1,CARNEIRO4_175,present,present,1
CARNEIRO4_176-0,CARNEIRO4_176,absent,absent,0
CARNEIRO4_176-1,CARNEIRO4_176,present,present,1
CARNEIRO4_177-0,CARNEIRO4_177,absent,absent,0
CARNEIRO4_177-1,CARNEIRO4_177,present,present,1
CARNEIRO4_178-0,CARNEIRO4_178,absent,absent,0
CARNEIRO4_178-1,CARNEIRO4_178,present,present,1
CARNEIRO4_179-0,CARNEIRO4_179,absent,absent,0
CARNEIRO4_179-1,CARNEIRO4_179,present,present,1
CARNEIRO4_180-0,CARNEIRO4_180,absent,absent,0
CARNEIRO4_180-1,CARNEIRO4_180,present,present,1
CARNEIRO4_181-0,CARNEIRO4_181,absent,absent,0
CARNEIRO4_181-1,CARNEIRO4_181,present,present,1
CARNEIRO4_182-0,CARNEIRO4_182,absent,absent,0
CARNEIRO4_182-1,CARNEIRO4_182,present,present,1
CARNEIRO4_183-0,CARNEIRO4_183,absent,absent,0
CARNEIRO4_183-1,CARNEIRO4_183,present,present,1
CARNEIRO4_184-0,CARNEIRO4_184,absent,absent,0
CARNEIRO4_184-1,CARNEIRO4_184,present,present,1
CARNEIRO4_185-0,CARNEIRO4_185,absent,absent,0
CARNEIRO4_185-1,CARNEIRO4_185,present,present,1
CARNEIRO4_186-0,CARNEIRO4_186,absent,absent,0
CARNEIRO4_186-1,CARNEIRO4_186,present,present,1
CARNEIRO4_187-0,CARNEIRO4_187,absent,absent,0
CARNEIRO4_187-1,CARNEIRO4_187,present,present,1
CARNEIRO4_188-0,CARNEIRO4_188,absent,absent,0
CARNEIRO4_188-1,CARNEIRO4_188,present,present,1
CARNEIRO4_189-0,CARNEIRO4_189,absent,absent,0
CARNEIRO4_189-1,CARNEIRO4_189,present,present,1
CARNEIRO4_190-0,CARNEIRO4_190,absent,absent,0
CARNEIRO4_190-1,CARNEIRO4_190,present,present,1
CARNEIRO4_191-0,CARNEIRO4_191,absent,absent,0
CARNEIRO4_191-1,CARNEIRO4_191,present,present,1
CARNEIRO4_192-0,CARNEIRO4_192,absent,absent,0
CARNEIRO4_192-1,CARNEIRO4_192,present,present,1
CARNEIRO4_193-0,CARNEIRO4_193,absent,absent,0
CARNEIRO4_193-1,CARNEIRO4_193,present,present,1
CARNEIRO4_194-0,CARNEIRO4_194,absent,absent,0
CARNEIRO4_194-1,CARNEIRO4_194,present,present,1
CARNEIRO4_195-0,CARNEIRO4_195,absent,absent,0
CARNEIRO4_195-1,CARNEIRO4_195,present,present,1
CARNEIRO4_196-0,CARNEIRO4_196,absent,absent,0
CARNEIRO4_196-1,CARNEIRO4_196,present,present,1
CARNEIRO4_197-0,CARNEIRO4_197,absent,absent,0
CARNEIRO4_197-1,CARNEIRO4_197,present,present,1
CARNEIRO4_198-0,CARNEIRO4_198,absent,absent,0
CARNEIRO4_198-1,CARNEIRO4_198,present,present,1
CARNEIRO4_199-0,CARNEIRO4_199,absent,absent,0
CARNEIRO4_199-1,CARNEIRO4_199,present,present,1
CARNEIRO4_200-0,CARNEIRO4_200,absent,absent,0
CARNEIRO4_200-1,CARNEIRO4_200,present,present,1
CARNEIRO4_201-0,CARNEIRO4_201,absent,absent,0
CARNEIRO4_201-1,CARNEIRO4_201,present,present,1
CARNEIRO4_202-0,CARNEIRO4_202,absent,absent,0
CARNEIRO4_202-1,CARNEIRO4_202,present,present,1
CARNEIRO4_203-0,CARNEIRO4_203,absent,absent,0
CARNEIRO4_203-1,CARNEIRO4_203,present,present,1
CARNEIRO4_204-0,CARNEIRO4_204,absent,absent,0
CARNEIRO4_204-1,CARNEIRO4_204,present,present,1
CARNEIRO4_205-0,CARNEIRO4_205,absent,absent,0
CARNEIRO4_205-1,CARNEIRO4_205,present,present,1
CARNEIRO4_206-0,CARNEIRO4_206,absent,absent,0
CARNEIRO4_206-1,CARNEIRO4_206,present,present,1
CARNEIRO4_207-0,CARNEIRO4_207,absent,absent,0
CARNEIRO4_207-1,CARNEIRO4_207,present,present,1
CARNEIRO4_208-0,CARNEIRO4_208,absent,absent,0
CARNEIRO4_208-1,CARNEIRO4_208,present,present,1
CARNEIRO4_209-0,CARNEIRO4_209,absent,absent,0
CARNEIRO4_209-1,CARNEIRO4_209,present,present,1
CARNEIRO4_210-0,CARNEIRO4_210,absent,absent,0
CARNEIRO4_210-1,CARNEIRO4_210,present,present,1
CARNEIRO4_211-0,CARNEIRO4_211,absent,absent,0
CARNEIRO4_211-1,CARNEIRO4_211,present,present,1
CARNEIRO4_212-0,CARNEIRO4_212,absent,absent,0
CARNEIRO4_212-1,CARNEIRO4_212,present,present,1
CARNEIRO4_213-0,CARNEIRO4_213,absent,absent,0
CARNEIRO4_213-1,CARNEIRO4_213,present,present,1
CARNEIRO4_214-0,CARNEIRO4_214,absent,absent,0
CARNEIRO4_214-1,CARNEIRO4_214,present,present,1
CARNEIRO4_215-0,CARNEIRO4_215,absent,absent,0
CARNEIRO4_215-1,CARNEIRO4_215,present,present,1
CARNEIRO4_216-0,CARNEIRO4_216,absent,absent,0
CARNEIRO4_216-1,CARNEIRO4_216,present,present,1
CARNEIRO4_217-0,CARNEIRO4_217,absent,absent,0
CARNEIRO4_217-1,CARNEIRO4_217,present,present,1
CARNEIRO4_218-0,CARNEIRO4_218,absent,absent,0
CARNEIRO4_218-1,CARNEIRO4_218,present,present,1
CARNEIRO4_219-0,CARNEIRO4_219,absent,absent,0
CARNEIRO4_219-1,CARNEIRO4_219,present,present,1
CARNEIRO4_220-0,CARNEIRO4_220,absent,absent,0
CARNEIRO4_220-1,CARNEIRO4_220,present,present,1
CARNEIRO4_221-0,CARNEIRO4_221,absent,absent,0
CARNEIRO4_221-1,CARNEIRO4_221,present,present,1
CARNEIRO4_222-0,CARNEIRO4_222,absent,absent,0
CARNEIRO4_222-1,CARNEIRO4_222,present,present,1
CARNEIRO4_223-0,CARNEIRO4_223,absent,absent,0
CARNEIRO4_223-1,CARNEIRO4_223,present,present,1
CARNEIRO4_224-0,CARNEIRO4_224,absent,absent,0
CARNEIRO4_224-1,CARNEIRO4_224,present,present,1
CARNEIRO4_225-0,CARNEIRO4_225,absent,absent,0
